image_name,class_id,confidence_score,x_min,y_min,x_max,y_max
VAIPE_P_167_18.jpg,75,0.8861794,1006,3263,1555,3707
VAIPE_P_82_4.jpg,10,0.99994946,1186,2032,1945,2385
VAIPE_P_82_4.jpg,51,0.99847513,729,2161,1117,2549
VAIPE_P_82_4.jpg,10,0.9999287,806,1115,1543,1468
VAIPE_P_82_4.jpg,51,0.9972326,524,2514,940,2938
VAIPE_P_82_4.jpg,36,0.99259126,1300,2323,1685,2710
VAIPE_P_82_4.jpg,107,0.51183754,1451,1342,1996,1796
VAIPE_P_83_3.jpg,10,0.99686426,1491,2147,2062,2979
VAIPE_P_83_3.jpg,10,0.9924193,782,2408,1621,2881
VAIPE_P_83_3.jpg,99,0.9984969,350,2024,1115,2483
VAIPE_P_83_3.jpg,29,0.9999826,1287,2653,1709,2925
VAIPE_P_83_3.jpg,29,0.9999187,1058,1857,1421,2237
VAIPE_P_163_12.jpg,105,0.99998295,642,1979,1165,2952
VAIPE_P_163_12.jpg,91,0.999998,1471,2112,1927,2875
VAIPE_P_163_12.jpg,43,0.99996483,1141,1624,1624,2585
VAIPE_P_7_3.jpg,107,0.99999154,471,1287,1059,1873
VAIPE_P_7_3.jpg,107,0.99999785,1188,964,1619,1411
VAIPE_P_7_3.jpg,107,0.9999901,151,909,594,1367
VAIPE_P_7_3.jpg,107,0.99999154,1300,1440,1761,1907
VAIPE_P_7_3.jpg,107,0.99999344,701,868,1213,1204
VAIPE_P_7_3.jpg,107,0.99988747,664,1791,1149,2074
VAIPE_P_164_20.jpg,107,0.9093381,2195,821,2621,1569
VAIPE_P_164_20.jpg,107,0.98907846,1529,895,2312,1336
VAIPE_P_164_20.jpg,95,0.9999641,934,1606,1322,1967
VAIPE_P_46_0.jpg,10,0.9999758,829,1663,1331,2529
VAIPE_P_46_0.jpg,89,0.9977672,1179,1785,1608,2520
VAIPE_P_46_0.jpg,51,0.99923825,606,1537,1047,1959
VAIPE_P_46_0.jpg,64,0.9999932,416,1909,869,2367
VAIPE_P_46_0.jpg,64,0.99999666,1337,1366,1773,1818
VAIPE_P_46_0.jpg,10,0.9997938,1471,1789,1901,2667
VAIPE_P_46_0.jpg,51,0.99968946,979,1163,1417,1597
VAIPE_P_181_2.jpg,68,0.99984324,248,532,351,736
VAIPE_P_181_2.jpg,26,0.99869543,325,554,408,725
VAIPE_P_181_2.jpg,63,0.9565166,381,658,442,725
VAIPE_P_63_13.jpg,107,0.70281136,1465,1078,2213,2148
VAIPE_P_63_13.jpg,107,0.9779043,240,2622,1431,3239
VAIPE_P_63_13.jpg,107,0.8874355,926,1901,1399,2651
VAIPE_P_63_13.jpg,107,0.40241793,1422,2095,1935,2840
VAIPE_P_91_2.jpg,107,1.0,749,1599,1312,2173
VAIPE_P_91_2.jpg,107,0.9640889,256,767,593,1322
VAIPE_P_91_2.jpg,107,0.99999976,451,597,819,1234
VAIPE_P_91_2.jpg,107,0.9999995,691,1269,1011,1594
VAIPE_P_91_2.jpg,107,0.9999995,975,1127,1303,1459
VAIPE_P_166_8.jpg,19,0.99861026,1229,924,1988,1698
VAIPE_P_166_8.jpg,89,0.99995565,1872,2259,2581,2834
VAIPE_P_166_8.jpg,47,0.99973804,597,1874,917,2177
VAIPE_P_174_7.jpg,26,0.97510713,2167,1558,2820,2018
VAIPE_P_174_7.jpg,59,0.5358685,2714,1593,3040,1877
VAIPE_P_174_7.jpg,60,0.8219169,1784,1687,2344,2017
VAIPE_P_174_7.jpg,63,0.54648316,2379,1900,2673,2108
VAIPE_P_178_4.jpg,44,0.98508203,882,1710,1376,2221
VAIPE_P_178_4.jpg,44,0.9697889,1351,1567,1841,2066
VAIPE_P_42_5.jpg,31,0.9999161,1248,1802,1567,2154
VAIPE_P_42_5.jpg,46,0.9923471,1597,1741,1875,2028
VAIPE_P_173_5.jpg,43,0.9999844,997,1228,1720,1866
VAIPE_P_173_5.jpg,89,0.9998354,2010,1460,2656,1990
VAIPE_P_173_5.jpg,43,0.999995,1350,862,2169,1205
VAIPE_P_173_5.jpg,102,0.9914381,986,796,1379,1498
VAIPE_P_17_15.jpg,84,0.99995196,1202,2258,1531,2612
VAIPE_P_2_8.jpg,64,0.99999917,1748,2139,2153,2538
VAIPE_P_2_8.jpg,64,0.9999982,1049,1900,1460,2296
VAIPE_P_166_26.jpg,19,0.995,1201,1664,1866,2412
VAIPE_P_166_26.jpg,89,0.99993193,1241,2558,1615,3289
VAIPE_P_166_26.jpg,47,0.9426452,1360,2323,1649,2597
VAIPE_P_16_4.jpg,84,0.999928,1223,2190,1547,2525
VAIPE_P_162_15.jpg,107,0.99715614,1641,1519,2512,2021
VAIPE_P_162_15.jpg,75,0.6524574,2112,1227,2581,1576
VAIPE_P_94_1.jpg,99,0.9999716,1147,1544,1591,1919
VAIPE_P_94_1.jpg,99,0.99999344,960,1658,1324,2111
VAIPE_P_94_1.jpg,24,0.99989355,1593,1559,1849,2122
VAIPE_P_94_1.jpg,24,0.9997913,1847,1927,2108,2519
VAIPE_P_94_1.jpg,7,0.9999778,1473,2282,1685,2499
VAIPE_P_94_1.jpg,7,0.9927205,1807,1738,1983,1923
VAIPE_P_56_0.jpg,56,0.99997413,1313,1601,1708,2018
VAIPE_P_179_2.jpg,64,0.99999917,205,707,310,818
VAIPE_P_179_2.jpg,22,0.99803334,426,604,505,686
VAIPE_P_179_2.jpg,22,0.9984737,275,606,355,688
VAIPE_P_74_1.jpg,64,0.9999994,1546,2054,1959,2467
VAIPE_P_74_1.jpg,8,0.9999976,1925,1616,2204,2160
VAIPE_P_74_1.jpg,64,0.9999993,1177,1883,1592,2303
VAIPE_P_157_11.jpg,24,0.9967713,870,2238,1535,2664
VAIPE_P_157_11.jpg,89,0.9989887,642,1940,1187,2304
VAIPE_P_157_11.jpg,89,0.99852633,604,2169,1156,2562
VAIPE_P_157_11.jpg,24,0.88482517,1172,1879,1844,2180
VAIPE_P_157_11.jpg,107,0.73202115,1670,2392,2026,2746
VAIPE_P_157_11.jpg,28,0.88191575,596,2506,957,2876
VAIPE_P_171_4.jpg,104,0.9997582,421,1329,1144,2279
VAIPE_P_171_4.jpg,43,0.9999877,1532,1666,2411,2291
VAIPE_P_171_4.jpg,89,0.9999927,1434,1012,1848,1791
VAIPE_P_171_4.jpg,89,0.99999416,1230,2516,1771,3309
VAIPE_P_171_4.jpg,43,0.9999473,1093,1163,1488,2100
VAIPE_P_153_3.jpg,59,0.9985287,2291,2076,2610,2397
VAIPE_P_153_3.jpg,107,0.6389776,941,1268,1641,1623
VAIPE_P_153_3.jpg,29,0.9999213,1200,2542,1640,2847
VAIPE_P_22_5.jpg,107,0.99978405,532,992,1329,2034
VAIPE_P_22_5.jpg,107,0.999928,638,2493,1559,3528
VAIPE_P_22_5.jpg,107,0.9999964,1219,1207,1845,2273
VAIPE_P_22_5.jpg,107,0.9999988,1285,2271,1942,3016
VAIPE_P_22_5.jpg,107,0.99997294,1179,587,1946,1236
VAIPE_P_22_5.jpg,107,0.9999758,793,1824,1343,2625
VAIPE_P_160_6.jpg,26,0.99995697,436,553,500,705
VAIPE_P_160_6.jpg,26,0.999985,183,539,254,684
VAIPE_P_160_6.jpg,91,0.99999905,236,577,299,697
VAIPE_P_160_6.jpg,104,0.99998033,288,546,355,708
VAIPE_P_160_6.jpg,91,0.9999989,344,567,410,691
VAIPE_P_57_4.jpg,107,0.99906784,410,827,486,906
VAIPE_P_57_4.jpg,107,0.99990416,423,745,531,806
VAIPE_P_39_3.jpg,80,0.9989122,1041,2033,1643,2623
VAIPE_P_39_3.jpg,30,0.9999906,776,1394,1179,1783
VAIPE_P_173_2.jpg,43,0.9999957,732,1262,1436,2095
VAIPE_P_173_2.jpg,43,0.9999925,799,2068,1324,2964
VAIPE_P_173_2.jpg,89,0.9999801,1586,2282,2104,3004
VAIPE_P_173_2.jpg,102,0.9933323,1683,1532,2133,2305
VAIPE_P_170_7.jpg,56,0.99989104,1328,1908,1747,2611
VAIPE_P_170_7.jpg,46,0.999723,1134,1967,1352,2195
VAIPE_P_130_4.jpg,45,0.99986446,963,725,1064,828
VAIPE_P_130_4.jpg,65,0.9999621,753,431,866,543
VAIPE_P_130_4.jpg,65,0.99993694,738,577,853,696
VAIPE_P_88_2.jpg,107,0.9997626,1997,1118,2308,1420
VAIPE_P_88_2.jpg,107,0.99966955,1710,1255,2030,1569
VAIPE_P_88_2.jpg,107,0.99992955,2015,1391,2323,1694
VAIPE_P_88_2.jpg,107,0.9999856,2275,1477,2575,1865
VAIPE_P_88_2.jpg,107,0.99999034,2247,1290,2660,1565
VAIPE_P_107_2.jpg,10,0.9999943,600,2046,1733,2821
VAIPE_P_107_2.jpg,90,0.5721956,1002,1444,1994,1948
VAIPE_P_162_17.jpg,107,0.99754816,518,1307,1124,1622
VAIPE_P_162_17.jpg,75,0.68652874,1159,1492,1454,1764
VAIPE_P_108_2.jpg,26,0.9996424,1323,1605,1918,2487
VAIPE_P_108_2.jpg,7,0.9991054,1045,2352,1390,2708
VAIPE_P_119_0.jpg,26,0.9999974,847,2004,1576,2709
VAIPE_P_119_0.jpg,26,0.9999968,1042,2249,1795,2959
VAIPE_P_169_10.jpg,20,0.99994016,970,2072,1627,3085
VAIPE_P_169_10.jpg,20,0.9997322,1501,1610,2263,2584
VAIPE_P_156_10.jpg,107,0.9982293,1338,1606,1902,2184
VAIPE_P_156_10.jpg,107,0.9973935,1130,1584,1520,2077
VAIPE_P_156_10.jpg,70,0.97428834,2357,1695,2673,2020
VAIPE_P_39_40.jpg,107,0.990725,954,1291,1468,1800
VAIPE_P_39_40.jpg,107,0.99978465,613,1408,997,2259
VAIPE_P_39_40.jpg,107,0.9998933,1740,1720,2132,2177
VAIPE_P_39_40.jpg,107,0.80925,994,2297,1393,2699
VAIPE_P_0_11.jpg,56,0.99998415,1208,1925,1907,2384
VAIPE_P_21_2.jpg,107,0.9990657,1022,1238,1834,1648
VAIPE_P_21_2.jpg,107,0.99999917,1215,1799,1652,2220
VAIPE_P_21_2.jpg,107,0.9998971,1846,1602,2185,1949
VAIPE_P_21_2.jpg,107,0.99999964,1524,1594,1849,1973
VAIPE_P_21_2.jpg,107,0.9999964,939,1592,1612,2159
VAIPE_P_21_2.jpg,107,0.991223,1915,1218,2203,1632
VAIPE_P_175_15.jpg,107,0.7998512,1738,2237,2231,2692
VAIPE_P_175_15.jpg,73,0.5668847,1820,1834,2248,2145
VAIPE_P_175_15.jpg,70,0.9919952,1596,2162,1941,2497
VAIPE_P_176_9.jpg,89,0.924648,1865,2592,2349,3133
VAIPE_P_176_9.jpg,43,0.9998815,1692,2898,2012,3631
VAIPE_P_176_9.jpg,89,0.9995345,1709,2164,2255,2623
VAIPE_P_176_9.jpg,43,0.99952507,1428,2908,1727,3640
VAIPE_P_176_9.jpg,7,0.9866811,1640,2696,1882,2939
VAIPE_P_176_9.jpg,7,0.9916135,1376,2496,1627,2747
VAIPE_P_181_10.jpg,68,0.98816633,629,1170,1362,2197
VAIPE_P_181_10.jpg,107,0.300151,966,1680,1661,2331
VAIPE_P_181_10.jpg,63,0.9991061,1223,2762,1588,3126
VAIPE_P_17_5.jpg,84,0.9999341,1137,2002,1396,2272
VAIPE_P_101_1.jpg,89,0.99995637,1896,1965,2613,2509
VAIPE_P_101_1.jpg,8,0.99999,1407,2633,1848,3198
VAIPE_P_101_1.jpg,64,0.9999999,1447,1709,1871,2138
VAIPE_P_2_11.jpg,64,0.9999993,1540,2333,2021,2799
VAIPE_P_2_11.jpg,64,0.9999994,1228,1488,1668,1916
VAIPE_P_2_12.jpg,107,0.9999939,2968,863,3781,1456
VAIPE_P_2_12.jpg,107,0.99999654,896,1127,1859,2068
VAIPE_P_2_12.jpg,107,0.99999547,2830,1542,3302,2017
VAIPE_P_2_12.jpg,107,0.99999905,1903,1227,2432,1763
VAIPE_P_2_12.jpg,107,0.99999905,2177,2160,2798,2823
VAIPE_P_56_1.jpg,56,0.9999807,1133,1731,1665,2258
VAIPE_P_172_11.jpg,107,0.5970169,822,2163,1317,3240
VAIPE_P_172_11.jpg,70,0.706746,352,1971,778,2392
VAIPE_P_172_11.jpg,59,0.99739456,1513,2325,1912,2735
VAIPE_P_180_14.jpg,107,0.96984094,400,2886,1005,3444
VAIPE_P_180_14.jpg,69,0.96778303,964,3016,1581,3520
VAIPE_P_180_14.jpg,69,0.6666757,800,2416,1382,2839
VAIPE_P_180_14.jpg,107,0.9857735,910,2777,1506,3285
VAIPE_P_180_14.jpg,5,0.3328861,1097,1615,1293,1825
VAIPE_P_152_6.jpg,43,0.9999789,1432,1209,2130,1894
VAIPE_P_152_6.jpg,91,0.99999535,1165,1824,1742,2370
VAIPE_P_163_32.jpg,43,0.9954982,1137,2869,1528,3758
VAIPE_P_163_32.jpg,105,0.9990484,1419,1414,2180,2026
VAIPE_P_163_32.jpg,107,0.7868818,1311,2107,1664,2870
VAIPE_P_163_32.jpg,91,0.9999927,1522,2912,1911,3662
VAIPE_P_2_3.jpg,64,0.99999976,796,1598,1329,2105
VAIPE_P_2_3.jpg,64,0.99999976,2031,1881,2587,2431
VAIPE_P_2_3.jpg,41,0.9999604,1290,1934,1703,2254
VAIPE_P_17_10.jpg,84,0.9998703,1417,1817,1732,2125
VAIPE_P_2_5.jpg,64,0.99999917,1607,1790,1959,2119
VAIPE_P_2_5.jpg,41,0.9999707,1855,2236,2140,2519
VAIPE_P_2_5.jpg,64,0.99999917,878,852,1209,1157
VAIPE_P_166_22.jpg,89,0.9998265,1198,2477,2030,3204
VAIPE_P_166_22.jpg,19,0.99866164,1060,1716,2092,2408
VAIPE_P_166_22.jpg,47,0.99882156,678,1833,1052,2203
VAIPE_P_163_9.jpg,43,0.9999517,755,2192,1559,3115
VAIPE_P_163_9.jpg,105,0.99998486,1587,2098,2411,2965
